Código;DESCRIÇÃO;Saldo ideal;Und.;Origem;1º bimestre;2º bimestre;3º bimestre;4º bimestre;5º bimestre;6º bimestre;TOTAL;desc red;;;;;;;;;;;;;;;;;;;
92080;CANULA PARA TRAQUEOSTOMIA COM CUFF PVC N.9,0 N.38;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CANULA PARA TRAQUEOSTOMIA COM CUFF PVC N;;;;;;;;;;;;;;;;;;;
92086;Cânula para traqueostomia, material metal, tamanho n° 4, características adicionais com introdutor mandril guia, tipo reutilizável, não estéril. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92092;Cânula para traqueostomia, material polivinil flexível, formato ponta arredondada, tamanho 04, características adicionais balão de baixa pressão, tipo estéril e descartável. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92093;Cânula para traqueostomia, material polivinil flexível, formato ponta arredondada, tamanho 4,5, características adicionais balão de baixa pressão, tipo estéril e descartável. ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;Cânula para traqueostomia;;;;;;;;;;;;;;;;;;;
92094;"CANULA PARA TRAQUEOSTOMIA COM CUFF PVC N.5,0
Comprimento máximo de 45mm.";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CANULA PARA TRAQUEOSTOMIA COM CUFF PVC N;;;;;;;;;;;;;;;;;;;
92095;"CANULA P/TRAQUEOSTOMIA COM CUFF P.V.C. 8,0MM N. 34. CUFF DE ALTO VOLUME E BAIXA PRESSÃO, CILÍNDRICO EM MATERIAL MALEÁVEL DE ALTA QUALIDADE MOLDÁVEL À TRAQUEIA QUANDO AQUECIDO À TEMPERATURA CORPÓREA
(TERMOSSENSÍVEL). OBTURADO ARREDONDADO ESPECIAL PARA MINIMIZAR TRAUMAS DURANTE A INSERÇÃO.";R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CANULA P/TRAQUEOSTOMIA COM CUFF P;;;;;;;;;;;;;;;;;;;
92097;CATETER MONO LUMEN DE ACESSO VENOSO CENTRAL 14GA X 20CM;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER MONO LUMEN DE ACESSO VENOSO CENTRAL 14GA X 20CM;;;;;;;;;;;;;;;;;;;
92098;CATETER MONO LUMEN DE ACESSO VENOSO CANTRAL 16GA X 20CM.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER MONO LUMEN DE ACESSO VENOSO CANTRAL 16GA X 20CM;;;;;;;;;;;;;;;;;;;
92108;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 14G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 14G;;;;;;;;;;;;;;;;;;;
92109;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 16G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 16G;;;;;;;;;;;;;;;;;;;
92110;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 18G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 18G;;;;;;;;;;;;;;;;;;;
92111;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 20G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 20G;;;;;;;;;;;;;;;;;;;
92112;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 22G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 22G;;;;;;;;;;;;;;;;;;;
92122;CATÉTER PARA ANESTESIA PERIDURAL, EPIDURAL OU CAUDAL CONTÍNUA 16G, EM POLIAMIDA, RADIOPACO, COMPRIMENTO 1.0M, DISPOSITIVO FACILITADOR PARA INTRODUÇÃO DO CATÉTER, PONTA 3 ORIFÍCIO LATERAIS, CONEXÃO LUER LOCK, DESCARTÁVEL, EMBALAGEM INDIVIDUAL, PAPEL GRAU CIRÚRGICO.;R$ 50.000,00;FR;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATÉTER PARA ANESTESIA PERIDURAL;;;;;;;;;;;;;;;;;;;
92123;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 24G;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER INTRAVENOSO RADIOPACO TEFLON/VIALON 24G;;;;;;;;;;;;;;;;;;;
92124;CATETER PARA OXIGENOTERAPIA NASAL TIPO ÓCULOS, ESTÉRIL;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER PARA OXIGENOTERAPIA NASAL TIPO ÓCULOS;;;;;;;;;;;;;;;;;;;
92133;CATETER DUPLO LUMEN PARA HEMODIALISE, USO ADULTO. Aplicação: Hemodialise. Material: poliuretano tipo 2, termosensível, radiopaco, centimentrado, estéril, descartável. Tamanho: Cateter com duplo lumen com 12 a 14FR, comprimento 20CM, com introdutor, dilatador de vaso, fio guia metálico demarcado com ponta em \'J\', seringa. Características adicionais: agulha introdutora com válvula antirefluxo, clamp duplo fixação, set punção, ponta atraumatica.;R$ 41.589,95;UN;NFH;R$ 0,00;R$ 0,00;R$ 3.297,00;R$ 3.300,00;R$ 1.813,05;R$ 0,00;R$ 8.410,05;CATETER DUPLO LUMEN PARA HEMODIALISE;;;;;;;;;;;;;;;;;;;
92134;CATETER DUPLO LUMEN DE ACESSO VENOSO CENTRAL 14GA/18GA X 20CM. Aplicação: uso em pacientes graves, e potencialmente graves, com necessidade de infusões múltiplas, como NPT, etc., Material: poliuretano II, termosensível, radiopaco, centimetrado, estéril, descartável.  Tamanho/Capacidade: cateter duplo lúmen 14G/ 18G X 20cm, introdutor 18 G X 6,35cm, dilatador de vaso, fio guia metálico  0,32\'\' (.81mm) X 60cm, demarcado com ponta \'J\', seringa  5cc, Características Adicionais: seringa vazada e valvulada, com dispositivo antirrefluxo, que permite a passagem do guia metálico através do êmbolo, dilatador e clamps para fixação do cateter, conexão em \'luer lock\', tampas removíveis com membrana auto cicatrizante.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER DUPLO LUMEN DE ACESSO VENOSO CENTRAL 14GA/18GA X 20CM;;;;;;;;;;;;;;;;;;;
92138;CATETER VENOSO TOTAL/IMPLANTAVEL P/QUIMIOTERAPIA C/RESERVATORIO ADULTO CATETER POLIURETANO/SILICONE AG.WUBER/TUNERIZACAO. Cateter central, aplicação totalmente implatável, longa permanência, estéril, se uso único, cateter em silicone radipaco graduado em centímetros, tipo reservatório em  material biocompatível (titânio ou plástico), calibre de 6,5 - 7,5 componentes adicionais kit introdutor completo.   ;R$ 48.065,00;UN;NFH;R$ 0,00;R$ 1.935,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 1.935,00;BORRACHA;;;;;;;;;;;;;;;;;;;
92140;CATETER UMBILICAL MONO LÚMEN 3,5 A 4FR USO NEONATAL EM POLIURETANO II FLEXÍVEL RADIOPACO COM MARCAÇÃO DE PROFUNDIDADE A CADA 1CM EXTREMIDADE ARRENDONDADA E ATRAUMÁTICA CONECTOR LUER  ESTÉRIL. **A marca GMI da GABISA apresentou problemas.**;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CATETER UMBILICAL MONO LÚMEN 3;;;;;;;;;;;;;;;;;;;
92141;CATETER UMBILICAL MONO LÚMEN 5 A 6FR USO NEONATAL EM POLIURETANO II FLEXÍVEL RADIOPACO COM MARCAÇÃO DE PROFUNDIDADE A CADA 1CM EXTREMIDADE ARRENDONDADA E ATRAUMÁTICA CONECTOR LUER  ESTÉRIL. **A marca GMI da GABISA apresentou problemas.**;R$ 49.760,00;UN;NFH;R$ 0,00;R$ 240,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 240,00;CATETER UMBILICAL MONO LÚMEN 5 A 6FR ARRENDONDADA E ATRAUMÁTICA CONECTOR LUER  ESTÉRIL;;;;;;;;;;;;;;;;;;;
92145;CERA P/OSSO;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;CERA P/OSSO;;;;;;;;;;;;;;;;;;;
92226;SISTEMA FECHADO DE DRENAGEM POR SUCÇÃO 3,2MM. Estéril, descartável, radiopaco, confeccionado em PVC siliconizado ou outro material compatível. Contendo cânula/agulha de 3,2MM de diâmetro e de reservatório graduado com capacidade de 400mL a 600mL. Apresentando conector em Y para vácuo de sucção, válvula antirefluxo, tampa para esvaziamento, tubo extensor e clamp plástico. Com transparência que permita a visualização da drenagem. Embalagem individual com selagem eficiente que garanta a integridade do produto até o momento de sua utilização, permita a abertura e a transferência com técnica asséptica, trazendo externamente os dados de identificação, procedência, número de lote, data de fabricação, prazo de validade e número de registro no Ministério da Saúde. Prazo de validade de 75% da data de fabricação. ;R$ 49.722,00;KIT;NFH;R$ 0,00;R$ 278,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 278,00;SISTEMA FECHADO DE DRENAGEM POR SUCÇÃO 3;;;;;;;;;;;;;;;;;;;
92230;DRENO EM T N. 14;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO EM T N;;;;;;;;;;;;;;;;;;;
92231;DRENO EM T N. 16;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO EM T N;;;;;;;;;;;;;;;;;;;
92232;DRENO EM T N. 18;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO EM T N;;;;;;;;;;;;;;;;;;;
92234;DRENO DE PENROSE ESTERIL ENV.C/01UND. CADA N. 20 ;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO DE PENROSE ESTERIL ENV;;;;;;;;;;;;;;;;;;;
92235;DRENO DE PENROSE ESTERIL ENV.C/01 UND. CADA N.60 - Dreno cirúrgico de penrose, n° 3, látex atóxico, com pó bioabssorvível, sem gaze, descartável, estéril.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO DE PENROSE ESTERIL ENV;;;;;;;;;;;;;;;;;;;
92236;DRENO DE PENROSE ESTERIL ENV.C/01UND. CADA N.80;R$ 50.000,00;UM;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO DE PENROSE ESTERIL ENV;;;;;;;;;;;;;;;;;;;
92237;DRENO DE PENROSE ESTERIL ENV.C/01UND. CADA N. 40;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;DRENO DE PENROSE ESTERIL ENV;;;;;;;;;;;;;;;;;;;
92239;EQUIPO MÚLTIPLO PARA DPI (DIALISE PERITONEAL INTERMITENTE), ESTÉRIL. Aplicação: para infusão e drenagem do banho de diálise peritonial intermitente. Material: PVC atóxico. Características adicionais: descartável, cinco vias. Embalagem individual em papel grau cirúrgico, que permita a abertura em técnica asséptica, capaz de assegurar a esterilidade do produto durante o transporte, armazenamento, até o momento do uso. Apresentação: embalagem individual acondicionada em caixa.;R$ 50.000,00;FR;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;EQUIPO MÚLTIPLO PARA DPI (DIALISE PERITONEAL INTERMITENTE);;;;;;;;;;;;;;;;;;;
92240;ESPARADRAPO CIRURGICO 10CM x 4,5M EM CARRETEL PLASTICO COM CAPA PROTETORA. Aplicação: fixação de curativos, cateteres e outros. Material: 100% em algodão, adesivo em borracha atóxica. Características Adicionais: impermeável, que apresente excelente adesividade, fixação e resistência, que apresente facilidade de corte sem utilização de instrumentos de corte, que não cause trauma a pele quando da remoção, em carretel plástico com capa protetora que ofereça proteção ao produto. Unidade De Estoque: rolo (RL) acondicionado em caixa.;R$ 50.000,00;RL;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;ESPARADRAPO CIRURGICO 10CM x 4;;;;;;;;;;;;;;;;;;;
92250;FIO CATGUT CROMADO 0 70CM 1 AG. 4,0CM PTA CIL. CORPO CIL. 1/2 CIRC.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO CATGUT CROMADO 0 70CM 1 AG;;;;;;;;;;;;;;;;;;;
92255;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC.CIL. 2,5CM FIO 70 CM 1;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC;;;;;;;;;;;;;;;;;;;
92256;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC.CIL. 5-0CM FIO 70/90 CM;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC;;;;;;;;;;;;;;;;;;;
92257;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC.CIL. 5-0CM FIO 70/90 CM;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA CATGUT CROMADO 2-0 C/AG 1/2 CIRC;;;;;;;;;;;;;;;;;;;
92262;FIO CATGUT CROMADO 4-0 70 CM 1A AG. 2,0 CM PONTA CILINDRICA CORPO CILINDRICO 1/2 CIRC.;R$ 50.000,00;UN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO CATGUT CROMADO 4-0 70 CM 1A AG;;;;;;;;;;;;;;;;;;;
92265;FIO DE SUTURA DE POLIPROPILENO MONOFILAMENTAR 3-0, 75CM, COM 01 AGULHA DE 2,0 A 2,6CM PONTA E CORPO CILINDRICOS 1/2 CIRCULO. Material: polipropileno monofilamentar, Características Adicionais: fio 3-0, cor azul, comprimento 75 cm, com 1 agulha, tipo agulha ponta cilíndrica, corpo cilíndrico, 1/2 círculo, comprimento da agulha 2,0 a 2,6cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIPROPILENO MONOFILAMENTAR 3-0;;;;;;;;;;;;;;;;;;;
92266;FIO DE SUTURA DE POLIPROPILENO MONOFILAMENTAR 3-0, 75CM, COM 01 AGULHA DE 3,0 A 3,1CM PONTA E CORPO CILINDRICOS 3/8 CIRCULO. Material: polipropileno monofilamentar, Características Adicionais: fio 3-0, cor azul, comprimento 75 cm, com 1 agulha, tipo agulha ponta cilíndrica, corpo cilíndrico, 3/8 círculo, comprimento da agulha 3,0 a 3,1 cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIPROPILENO MONOFILAMENTAR 3-0;;;;;;;;;;;;;;;;;;;
92270;(Em despadronização - Compra Suspensa no SIS) FIO CATGUT SIMPLES 0 70CM 1 AG. 4,0CM PTA CIL. AORPO CIL. 1/2CIRC;R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;(Em despadronização - Compra Suspensa no SIS) FIO CATGUT SIMPLES 0 70CM 1 AG;;;;;;;;;;;;;;;;;;;
92272;FIO DE SUTURA CATGUT SIMPLES 0 2-0 70CM C/AG. 2,5 CM 1/2 CIRC. PONTA CILINDRICA - GASTROINT.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA CATGUT SIMPLES 0 2-0 70CM C/AG;;;;;;;;;;;;;;;;;;;
92273;FIO DE SUTURA CATGUT SIMPLES 0 2-0 70CM C/AG. 3CM 3/8 CIRC. PONTA CILINDRICA - GASTROINT. 1;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA CATGUT SIMPLES 0 2-0 70CM C/AG;;;;;;;;;;;;;;;;;;;
92279;"(Em despadronização - Compra Suspensa no SIS) FIO DE SUTURA CATGUT SIMPLES, Aplicação: gastrointestinal, Tamanho/Capacidade: 5-0; 70 cm, com 1 agulha 1,5 a 1,7 cm, ponta cilíndrica e corpo cilíndrico, 1/2 circular, Prazo de validade: 75% do prazo total de validade do produto.";R$ 50.000,00;UN;NUAL;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;(Em despadronização - Compra Suspensa no SIS) FIO DE SUTURA CATGUT SIMPLES;;;;;;;;;;;;;;;;;;;
92291;FIO DE SUTURA. Material: poliamida monofilamentar, Características Adicionais: fio 10-0, cor preta, comprimento 30 cm, com 1 agulha em cada ponta do fio, tipo agulha ponta espatular, corpo espatular, 1/2 círculo, comprimento da agulha 0,55 cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA;;;;;;;;;;;;;;;;;;;
92293;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 2-0, 45CM, COM 01 AGULHA DE 4,0CM PONTA E CORPO CORTANTE 3/8 CIRCULO;R$ 47.432,00;EN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.568,00;R$ 2.568,00;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 2-0;;;;;;;;;;;;;;;;;;;
92294;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 3-0, 45CM, COM 01 AGULHA DE 3,0CM PONTA E CORPO CORTANTE 3/8 CIRCULO Aplicação: transplante de pele em caso de tumores de pele e queimaduras e transplante de auréola em caso de construção mamária, Material: poliamida monofilamentar, Características Adicionais: fio 3-0, cor preta, comprimento 45 cm, com 1 agulha, tipo agulha ponta cortante, 3/8 círculo, comprimento da agulha entre 3,0 e 3,2 cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 3-0;;;;;;;;;;;;;;;;;;;
92295;FIO DE SUTURA NYLON MONOFILAMENTAR 4-0 PRETO, MATÉRIA PRIMA POLIAMIDA 6, 6.6 OU 6/6, COM AGULHA CORTANTE, COM CORTE TRIANGULAR REVERSO, FORMATO 3/8 DE CÍRCULO, TAMANHO 20 MM, COMPRIMENTO 45 MM.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA NYLON MONOFILAMENTAR 4-0 PRETO;;;;;;;;;;;;;;;;;;;
92296;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 4-0, 45CM, COM 01 AGULHA DE 2,5 A 2,6CM 1/2 CIRCULO CORTANTE;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 4-0;;;;;;;;;;;;;;;;;;;
92297;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 4-0, 45CM, COM 01 AGULHA DE 1,9 A 2,0CM 3/8 CIRCULO CORTANTE. Aplicação: sutura de pele - cuticular ou plástica, Material: poliamida monofilamentar, Características Adicionais: fio 4-0, cor preta, comprimento 45 cm, com 1 agulha, tipo agulha ponta cortante, 3/8 círculo, comprimento da agulha entre 1,9 e 2,0 cm, estéril. Forma de Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIAMIDA MONOFILAMENTAR 4-0;;;;;;;;;;;;;;;;;;;
92298;FIO DE SUTURA NYLON MONOFILAMENTAR 5-0 PRETO, MATÉRIA PRIMA POLIAMIDA 6, 6.6 OU 6/6, COM AGULHA CORTANTE, COM CORTE TRIANGULAR REVERSO, FORMATO 3/8 DE CÍRCULO, TAMANHO 19 MM, COMPRIMENTO 45 MM.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA NYLON MONOFILAMENTAR 5-0 PRETO;;;;;;;;;;;;;;;;;;;
92308;FIO DE SUTURA. Material: glicolida + lactida trançado, fio 2-0, cor violeta, comprimento 70 cm, com 1 agulha, tipo agulha ponta cilíndrica, corpo cilíndrico, 1/2 círculo, comprimento da agulha 3,5 cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;EN;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA;;;;;;;;;;;;;;;;;;;
92311;FIO DE SUTURA DE POLIESTER + POLIBUTILATO TRANÇADO 2-0, 75CM, COM 02 AGULHAS DE 2,0 A 2,2CM PONTA CILINDRICA CORPO RETANGULAR 1/2 CIRCULO. Material: poliéster + polibutilato trançado, Características Adicionais: fio 2-0, cor verde/azul, comprimento 75 cm, com 1 agulha em cada ponta do fio, tipo agulha ponta cilindrica corpo retangular 1/2 circulo, comprimento da agulha 2,0 a 2,2cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;EM;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA DE POLIESTER + POLIBUTILATO TRANÇADO 2-0;;;;;;;;;;;;;;;;;;;
92313;FIO DE SUTURA. Material: poliéster + polibutilato trançado, Características Adicionais: fio nº 05 4X75cm, cor verde/azul, comprimento 75 cm, com 1 agulha, tipo agulha ponta cortante corpo cilindrico 1/2 circulo, comprimento da agulha 4,7cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA;;;;;;;;;;;;;;;;;;;
92315;"FIO DE SUTURA. Material: polipropileno monofilamentar, Características Adicionais: fio 0, cor azul, comprimento 75 cm, com 1 agulha, tipo agulha ponta cilíndrica, corpo cilíndrico, 1/2 círculo, comprimento da agulha 4,0 cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.
";R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA;;;;;;;;;;;;;;;;;;;
92316;FIO DE SUTURA. Material: polipropileno monofilamentar, Características Adicionais: fio2-0, cor azul, comprimento 75cm, com 1 agulha em cada ponta do fio, tipo agulha ponta cilíndrica, corpo cilíndrico, ½ circulo, comprimento da agulha 2,0cm, estéril. Forma De Apresentação: 1 fio por envelope, com identificação do lote, data de fabricação, data de validade impressos em língua portuguesa no envelope e na caixa. Deverá seguir a Norma do INMETRO ABNT 13904/2003.;R$ 50.000,00;ENV;NFH;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;FIO DE SUTURA;;;;;;;;;;;;;;;;;;;
