Entradas; 2.786.847,51 ;Empenhado;;;;;;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;;Responsável;;Item;;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;;Empresa;;Qtd. A;V. unitário;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
016/2020;NFH;24/01/2020;00060-00028569/2020-78;Robson;028/2020;4;92448;3;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 20. Aplicação: para drenagem e controle da diurese e irrigação vesical. Material: Látex atóxico.  Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40 cm, apresentando flexibilidade e maleabilidade adequado ao fim a que se destina, que não cause irritação ao paciente, apresentando espessura uniforme, isenta de manchas ou quaisquer defeitos, balão com capacidade de 05 a 15 ml e boa distensibilidade, com válvula fixa que permita perfeita adaptação em seringas. Ponta arredondada e fechada, apresentando 02 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro, isentos de rebarbas e/ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotada nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a integridade e esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixa com 10 unidades. Unidade de Estoque: unidade (UN). Código SES: 092448. BR0279769;UN;50;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;50;2,3400000; R$117,00 ;03/02/2020;1183503;12/02/2020;17/02/2020;18/02/2020;73835;09/03/2020;2;;;;;;ETIQUETA AUTOADESIVA
080/2020;NFH;25/03/2020;00060-00124466/2020-38;Jefferson;118/2020;1;25056;1;X;X;MÁSCARA DE VENTURI ADULTO ESTÉRIL. Aplicação: Oxigenoterapia.  Material: Másacara: Vinil transparente. Tubo: PVC flexível. Conectores: Misturados. Características Adicionais: A máscara confeccionada em material macio e flexível, com rigidez adequada, resistente, transparente, que permita limpeza por métodos usuais de desifecção e esterilização, com elástico resistente para adequar ao diâmetrodacabeça. Com conexões adequadas que se adaptam à máscara e ao sistema de nebulização, anatômica, e com acabamento perfeitopar evitar lesões, sem rebarbas com extensão transparente para umidificador de oxigênio, com conexão padrão universal. Acompanhada de seis diluidores codificados em seis cores diferentes concentração de oxigênio 24%, 28%,31%,35%, 40%, e 50%. Apresentação: embalagem individual. Unidade de Estoque: unidade (UN). Código SES: 25056. BR368204;UN;150;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;150;9,7335000; R$1.460,03 ;02/04/2020;1203571;02/04/2020;08/04/2020;08/04/2020;90447;14/04/2020;2;;;;;;SABONETE
032/2020;NUAL;31/03/2020;00060-00132177/2020-11;Clayton;134/2020;1;17699;1;X;X;LÂMINA PARA LARINGOSCÓPIO CURVA Nº 05, Material: latão cromado, Tamanho: 16 cm, Características Adicionais: convencional acompanhada por 3 lâmpadas, Uso: reanimação em parada cardiorespiratória.;UN;10;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;10;101,8710000; R$1.018,71 ;03/04/2020;1203981;03/04/2020;08/04/2020;08/04/2020;97780;29/04/2020;2;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
030/2020;NUAL;31/03/2020;00060-00132492/2020-30;Jefferson;132/2020;1;19840;1;X;X;LÂMINA PARA LARINGOSCÓPIO CURVA Nº 03, Material: latão cromado, Tamanho: 12 cm, Características Adicionais: convencional acompanhada por 3 lâmpadas, Uso: reanimação em parada cardiorespiratória.;UN;10;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;10;101,8710000; R$1.018,71 ;06/04/2020;1204374;06/04/2020;09/04/2020;13/04/2020;97737;29/04/2020;2;;;;;;MORFINA SOLUÇAO INJETAVEL 0
031/2020;NUAL;31/03/2020;00060-00132485/2020-38;Bruno;133/2020;1;19841;1;X;X;"LÂMINA PARA LARINGOSCÓPIO CURVA Nº 04, Material: latão cromado, Tamanho: 14 cm, Características Adicionais: convencional acompanhada por 3 lâmpadas, Uso: reanimação em
parada cardiorespiratória.";UN;10;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;10;101,8710000; R$1.018,71 ;07/04/2020;1204958;07/04/2020;14/04/2020;15/04/2020;97745;29/04/2020;2;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
037/2020;NUAL;14/04/2020;00060-00154927/2020-05;Clayton;163/2020;1;49243;1;X;X;APARELHO PARA TRICOTOMIA ( BARBA ), Material: plástico, Tipo Uso: descartável, Formato Cabo: anatômico, Emabalagem:   individual, Características Adicionais:  02 ( duas ) lâminas paralelas afiadas, e capa protetora para as lâminas.;UN;2000;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;1992;0,6786400; R$1.351,85 ;15/04/2020;1207296;15/04/2020;20/04/2020;20/04/2020;18110;04/06/2020;3;;;;;;TIAMINA (VITAMINA B1) COMPRIMIDO 300 MG
127/2020;NUAL;19/06/2020;00060-00260058/2020-49;Clayton;409/2020;1;15759;1;X;X;PINCA MIXTER BABY DELICADA 140MM 1;UN;30;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;30;26,1000000; R$783,00 ;26/06/2020;1230053;26/06/2020;02/07/2020;13/07/2020;45986;20/07/2020;4;;;;;;FLUMAZENIL SOLUÇAO INJETAVEL 0
287/2020;NFH;30/06/2020;00060-00281408/2020-19;Jefferson;463/2020;1;92445;6;X;X;SONDA DE FOLEY 2 VIAS LÁTEX Nº 14. Aplicação: para drenagem e controle da diurese e irrigação vesical. Material: Látex atóxico.  Características Adicionais: estéril, descartável, siliconizada, medindo no mínimo 40 cm, apresentando flexibilidade e maleabilidade adequado ao fim a que se destina, que não cause irritação ao paciente, apresentando espessura uniforme, isenta de manchas ou quaisquer defeitos, balão com capacidade de 05 a 15 ml e boa distensibilidade, com válvula fixa que permita perfeita adaptação em seringas. Ponta arredondada e fechada, apresentando 02 orifícios ovais situados em lados opostos, delimitados e proporcionais ao diâmetro, isentos de rebarbas e/ou saliências que possam traumatizar o paciente. Embalagem dupla, sendo a externa em papel grau cirúrgico e a interna em polietileno picotada nas extremidades, favorecendo a abertura em técnica asséptica e garantindo a integridade e esterilidade do produto. Apresentação: embalagem individual, acondicionada em caixa com 10 unidades. Unidade de Estoque: unidade (UN). Código SES: 092445. BR0279768;UN;150;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;150;3,4850000; R$522,75 ;07/07/2020;1233726;08/07/2020;13/07/2020;14/07/2020;53959;03/08/2020;4;;;;;;LÂMINA PARA LARINGOSCÓPIO CURVA Nº 05
158/2020;NUAL;24/07/2020;00060-00317900/2020-21;Clayton;518/2020;1;49185;2;X;X;FITA AUTOADESIVA HOSPITALAR,Material: confeccionada em duas faces, sendo o dorso em papel crepado tratado e outra face em adesivo acrílico que não deve deixar resíduos nas superfícies onde é aplicada, deve apresentar excelente adesão e ser resistente, Tamanho/Capacidade: 19mm x 50m, Características Adicionais: acondicionado em saco plástico individualmente, Forma De Apresentação: rolo com 19mm x 50m, Prazo de validade: 75% do prazo total de validade do produto, Unidade De Estoque: rolo (RL), Código SES: 049185, Unidade De Fornecimento: rolo com 19mm x 50m. ***A marca CIEX, não apresentou boa qualidade.***;RL;3000;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;1968;2,7600000; R$5.431,68 ;28/07/2020;1240759;29/07/2020;06/08/2020;07/08/2020;63727;18/08/2020;4;;;;;;
013/2020;NFH;21/01/2020;00060-00024759/2020-16;Clayton;018/2020;1;90032;5;X;X;CISATRACURIO (BESILATO) SOLUCAO INJETAVEL 2 MG/ML AMPOLA 5 ML;AMP;300;RIOCLARENSE (3374);67.729.178/0004-91;300;16,9800000; R$5.094,00 ;23/01/2020;1251903;24/01/2020;29/01/2020;31/01/2020;73184;06/03/2020;2;;;;;;0
008/2020;NFH;21/01/2020;00060-00024107/2020-81;Clayton;011/2020;1;10263;1;X;X;"SOLUÇAO DE RINGER (CLORETOS DE Na, K, Ca) + LACTATO (SODICO) SOLUCAO INJETAVEL BOLSA OU FRASCO 500 ML SISTEMA FECHADO DE INFUSAO. Características Adicionais: a bolsa ou o frasco deve conter graduação volumétrica; ter colapsabilidade a fim de permitir o escoamento total da solução , sem haver necessidade de entrada de ar; conter dois sítios, sendo um protegido por menbrana autovedável para adição de soluções no interior da bolsa  ou do frasco e outro por membrana e lacre de esterilidade para conexão do equipo. O sítio de conexão do equipo deve ser adaptável e moldável a qualquer equipo e não permitir sua desconexão e vazamento, mantendo a bolsa ou o frasco em sistema fechado.";UN;1600;RIOCLARENSE (3374);67.729.178/0004-91;1600;2,6990000; R$4.318,40 ;23/01/2020;1251908;24/01/2020;29/01/2020;31/01/2020;72877;06/03/2020;2;;;;;;MÁSCARA DE PROTEÇÃO RESPIRATÓRIA PFF2
036/2020;NFH;30/01/2020;00060-00037741/2020-84;Clayton;038/2020;11;90255;7;X;X;BROMOPRIDA SOLUCAO INJETAVEL 5MG/ML AMPOLA 2ML;AMP;800;RIOCLARENSE (3374);67.729.178/0004-91;800;1,1860000; R$948,80 ;04/02/2020;1255517;04/02/2020;07/02/2020;10/02/2020;74540;09/03/2020;2;;;;;;LÂMPADAS DE FOCO CIRÚRGICO   MARCA MAQUET cód ARD569005996  ( 1 SPARE  BULB BLUE 80 IRC ( 22
369/2020;NFH;12/08/2020;00060-00344234/2020-02;Clayton;572/2020;1;36645;1;X;X;AGULHA ANESTÉSICA, APLICAÇÃO P/ RAQUIDIANA, MATERIAL AÇO INOXIDÁVEL, DIMENSÃO 25 G X 4 3/4 ?, TIPO PONTA PONTA QUINCKE, COMPONENTE C/ MANDRIL, CONECTOR UNIVERSAL CONECTOR LUERLOCK, CÔNICO E TRANSPARENTE, CARACTERÍSTICA ADICIONAL P/ OBESOS, TIPO USO DESCARTÁVEL, ESTERILIDADE ESTÉRIL ;UN;50;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;50;15,4192800; R$770,96 ;23/09/2020;1260736;24/09/2020;29/09/2020;01/10/2020;14914;06/11/2020;6; VIDE IMAGEM e, importância de observar o comprimento da referida agulha (120 MM).;;;;;
433/2020;NFH;15/09/2020;00060-00389805/2020-20;Robson;632/2020;1;91092;3;X;X;COLETOR DE URINA SISTEMA FECHADO, ESTÉRIL COM DISPOSITIVO DE COLETA. Aplicação: drenagem de urina através de uma sonda vesical. Tamanho/Capacidade: 2000 ml,  tubo conector com no mínimo 105 cm de comprimento. Características Adicionai: coletor com um dos lados transparente, resistente, sem vazamentos com gravação de 100/100 ml, graduação em um dos cantos para pequenos volumes até 100 ml, válvula anti refluxo,       ***tubo conector protegido para sonda com diâmetro interno igual ou superior a 0,5 cm***      , pinça ajustável ao longo do tubo, local para coleta de amostra distante no mínimo 20 cm do conector para sonda, suporte rígido e ajustável para fixação da bolsa ao leito, tubo de drenagem inferior com tampa e pinça regulável que não permita vazamento e com adaptador para fixação e proteção na parte central posterior à bolsa, estéril. Apresentação: embalagem individual. Unidade de Estoque: unidade (un), Código SES: 91092. BR0419371;UN;500;CIRÚRGICA FERNANDES (3510);61.418.042/0001-31;495;3,3775000; R$1.671,86 ;25/09/2020;1261703;28/09/2020;02/10/2020;07/10/2020;18118;11/11/2020;6;;;;;;
049/2020;NFH;18/02/2020;00060-00063152/2020-51;Clayton;065/2020;1;25066;2;X;X;CURATIVO DE ALGINATO DE CÁLCIO E/OU CARBOXIMETILCELULOSE (CURATIVO DE HIDROGEL), ESTÉRIL. Aplicação: desbridamento e manutenção da umidade da ferida. Características Adicionais: composição adicional de alginato de cálcio e/ou carboximetilcelulose, excipiente aquoso transparente e viscoso. Apresentação: tubo ou bisnaga de no máximo 25 gramas. Unidade de Estoque: grama (GR).;GR;10000;RIOCLARENSE (3374);67.729.178/0004-91;10000;0,2568000; R$2.568,00 ;20/02/2020;1262506;20/02/2020;27/02/2020;04/03/2020;84245;26/03/2020;2;;;;;;TUBO ENDOTRAQUEAL
048/2020;NFH;13/02/2020;00060-00059269/2020-31;Robson;064/2020;2;34535;2;X;X;CLOREXIDINA SOLUCAO AQUOSA 10 MG/ML (1%) FRASCO 1000 ML - SOLUCAO TOPICA;FR;96;RIOCLARENSE (3374);67.729.178/0004-91;96;6,4590000; R$620,06 ;20/02/2020;1263269;21/02/2020;28/02/2020;04/03/2020;84071;26/03/2020;2;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 7
053/2020;NFH;18/02/2020;00060-00067569/2020-93;Jefferson;069/2020;3;90610;9;X;X;HEPARINA SODICA SOLUÇAO INJETAVEL 5000 UI/ML FRASCO AMPOLA 5 ML;FA;300;RIOCLARENSE (3374);67.729.178/0004-91;250;19,0000000; R$4.750,00 ;27/02/2020;1264461;27/02/2020;02/03/2020;04/03/2020;84252;26/03/2020;2;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 8
057/2020;NFH;21/02/2020;00060-00075347/2020-44;Clayton;076/2020;2;90255;7;X;X;BROMOPRIDA SOLUCAO INJETAVEL 5MG/ML AMPOLA 2ML;AMP;1000;RIOCLARENSE (3374);67.729.178/0004-91;1000;1,1040000; R$1.104,00 ;13/03/2020;1272770;17/03/2020;20/02/2020;24/03/2020;90450;14/04/2020;2;;;;;;LUVA NITRÍLICA P
057/2020;NFH;21/02/2020;00060-00075347/2020-44;Clayton;076/2020;4;8944;1;X;X;LOSARTANA POTASSICA COMPRIMIDO REVESTIDO 50 MG;CP;8000;RIOCLARENSE (3374);67.729.178/0004-91;7650;0,0890000; R$680,85 ;13/03/2020;1272770;17/03/2020;20/02/2020;24/03/2020;90450;14/04/2020;2;;;;;;LUVA CIRURGICA CONVENCIONAL Nº 8
221/2020;NFH;05/06/2020;00060-00233986/2020-31;Jefferson;353/2020;1;90262;4;X;X;NOREPINEFRINA (HEMITARTARATO) SOLUCAO INJETAVEL 2 MG/ML (EQUIVALENTE A 1MG/ML DE NOREPINEFRINA BASE) AMPOLA 4 ML;AMP;2000;RIOCLARENSE (3374);67.729.178/0004-91;2000;9,2000000; R$18.400,00 ;09/06/2020;1307649;10/06/2020;15/06/2020;16/06/2020;32519;29/06/2020;3;;;;;;ISOLADOR DE PRESSAO DO MANOMETRO P/MAQUINA DE HEMODIALISE
222/2020;NFH;09/06/2020;00060-00237825/2020-16;Bruno;362/2020;1;90039;5;X;X;MIDAZOLAM SOLUCAO INJETAVEL 5 MG/ML AMPOLA 10 ML;AMP;1500;RIOCLARENSE (3374);67.729.178/0004-91;1000;21,0000000; R$21.000,00 ;16/06/2020;1309458;16/06/2020;17/06/2020;18/06/2020;32527;29/06/2020;3;;;;;;TROPICAMIDA SOLUCAO OFTALMICA 10 MG/ML FRASCO 5 ML
300/2020;NFH;14/07/2020;00060-00300777/2020-18;Jefferson;484/2020;1;90262;4;X;X;NOREPINEFRINA (HEMITARTARATO) SOLUCAO INJETAVEL 2 MG/ML (EQUIVALENTE A 1MG/ML DE NOREPINEFRINA BASE) AMPOLA 4 ML;AMP;2500;RIOCLARENSE (3374);67.729.178/0004-91;200;9,9900000; R$1.998,00 ;16/07/2020;1322931;16/07/2020;20/07/2020;21/07/2020;54202;03/08/2020;4;;;;;;SOLUCAO PEROXIDO DE HIDROGENIO 90 A 92% + ACIDO ACETICO 8
325/2020;NFH;23/07/2020;00060-00313006/2020-82;Clayton;519/2020;1;90262;4;X;X;NOREPINEFRINA (HEMITARTARATO) SOLUCAO INJETAVEL 2 MG/ML (EQUIVALENTE A 1MG/ML DE NOREPINEFRINA BASE) AMPOLA 4 ML;AMP;2500;RIOCLARENSE (3374);67.729.178/0004-91;1650;9,9900000; R$16.483,50 ;28/07/2020;1327029;28/07/2020;30/07/2020;05/08/2020;63809;18/08/2020;4;;;;;;
356/2020;NFH;06/08/2020;00060-00337697/2020-18;Clayton;557/2020;1;90039;5;X;X;MIDAZOLAM SOLUCAO INJETAVEL 5 MG/ML AMPOLA 10 ML;AMP;1600;RIOCLARENSE (3374);67.729.178/0004-91;600;21,4800000; R$12.888,00 ;12/08/2020;1334055;12/08/2020;18/08/2020;19/08/2020;71366;01/09/2020;5;;;;;;
360/2020;NFH;11/08/2020;00060-00341847/2020-80;Jefferson;564/2020;1;90111;6;X;X;MIDAZOLAM SOLUÇAO INJETAVEL 15 MG AMPOLA 3 ML ;AMP;800;RIOCLARENSE (3374);67.729.178/0004-91;400;8,4000000; R$3.360,00 ;18/08/2020;1335915;18/08/2020;20/08/2020;25/08/2020;91450;30/09/2020;5;;;;;;
383/2020;NFH;18/08/2020;00060-00353267/2020-35;Guilherme;589/2020;1;8438;1;X;X;SOLUCAO PEROXIDO DE HIDROGENIO 90 A 92% + ACIDO ACETICO 8,0% + ÁCIDO PERACÉTICO 3,4% GALAO COM 5 LITROS (USO EXCLUSIVO PARA DESINFECÇAO DAS MAQUINAS DE HEMODIALISE FRESENIUS). Segundo a empresa que realiza manutenção da máquina, o único material compatível é da marca PURISTERIL.;GL;20;FRESENIUS (1539);01.440.590/0001-36;20;129,0300000; R$2.580,60 ;04/09/2020;1490626;14/09/2020;22/09/2020;29/09/2020;18180;11/11/2020;6;USO EXCLUSIVO PARA DESINFECÇAO DAS MAQUINAS DE HEMODIALISE FRESENIUS). PURISTERIL 340;;;;;
018/2020;NUAL;04/03/2020;00060-00083733/2020-18;Clayton;092/2020;2;27707;1;X;X;"CAIXA PLÁSTICA organizadora contêiner de 30 Litros; Finalidade: guarda de material para atender às normas da DIVISA; Material: Plástico transparente; Tamanho: 30 litros com variação de até 10%; Características: Caixa plástica com tampa; Forma de apresentação:";UN;5;ALIMED MEDICAL (703436);30.296.576/0001-09;5;40,0000000; R$200,00 ;17/03/2020;1721792;24/04/2020;24/04/2020;24/04/2020;17926;04/06/2020;3;;;;;;AGAR SCREENING CROMOGENICO PARA IDENTIFICAÇAO DE BACTERIAS PRODUTORAS DE CARBAPENEMASE
023/2020;NUAL;18/03/2020;00060-00103079/2020-68;Clayton;101/2020;1;33357;1;X;X;"DISPLAY DE PAREDE para exposição de uma folha tamanho A4 na posição horizontal. Transparência total; Aplicação/finalidade: Para a correta identificação do paciente, reduzindo a ocorrência de incidentes. Para cumprimento da meta 1 (identificação correta do paciente) prevista no Plano Nacional de Segurança do Paciente do MS; Material/composição: Acrílico de 2mm de espessura; Tamanho/capacidade: 21 x 30cm; Características: Identificador em Acrílico, para Leito, para colocação de informações sobre o paciente, com fita dupla-face para fixação; Processo de esterilização: Álcool 70%; Forma de apresentação: Embalagem individual; Unidade de estoque: Unidade.";UN;500;ALIMED MEDICAL (703436);30.296.576/0001-09;250;13,9900000; R$3.497,50 ;20/03/2020;1736724;11/05/2020;11/05/2020;11/05/2020;18183;04/06/2020;3;;;;;;0
239/2019;NFH;28/11/2019;00060-00488624/2019-41;Robson;.399/2019;1;90076;1;X;X;FENITOINA SOLUCAO INJETAVEL 50 MG/ML AMPOLA 5 ML;AMP;200;CRISTÁLIA (114);44.734.671/0001-51;200;2,1800000; R$436,00 ;11/12/2019;2498971;16/12/2019;16/12/2019;30/12/2019;44906;24/01/2020;A/A;;;;;;TECIDO COURVIM
242/2019;NFH;05/12/2019;00060-00498014/2019-56;Robson;.404/2019;2;90459;1;X;X;REMIFENTANILA (CLORIDRATO) PO LIOFILIZADO PARA SOLUÇAO INJETAVEL 2 MG FRASCO AMPOLA;AMP;200;CRISTÁLIA (114);44.734.671/0001-51;200;28,1500000; R$5.630,00 ;12/12/2019;2498972;13/12/2019;16/12/2019;13/01/2020;44832;24/01/2020;A/A;;;;;;0
244/2019;NFH;05/12/2019;00060-00499739/2019-61;Robson;.406/2019;7;90215;1;X;X;TENOXICAM PO LIOFILIZADO PARA SOLUCAO INJETAVEL 20 MG FRASCO-AMPOLA.;AMP;8000;CRISTÁLIA (114);44.734.671/0001-51;2700;6,4900000; R$17.523,00 ;12/12/2019;2504321;20/12/2019;20/12/2019;30/12/2019;44830;24/01/2020;A/A;;;;;;PÊRA para reposição em aparelho de pressão - Esfignomanômetro
042/2020;NFH;31/01/2020;00060-00041051/2020-20;Jefferson;049/2020;3;90343;3;X;X;CIPROFLOXACINO POMADA OFTALMICA 0,3 % BISNAGA 3,5 G;BS;10;CRISTÁLIA (114);44.734.671/0001-51;10;12,8700000; R$128,70 ;07/02/2020;2533317;10/02/2020;10/02/2020;18/02/2020;73882;09/03/2020;2;;;;;;MANTA DE POLIPROPILENO
042/2020;NFH;31/01/2020;00060-00041051/2020-20;Jefferson;049/2020;4;90344;2;X;X;CIPROFLOXACINO SOLUÇAO OFTALMICA 0,3 % FRASCO 5 ML;FR;10;CRISTÁLIA (114);44.734.671/0001-51;10;11,9600000; R$119,60 ;07/02/2020;2533317;10/02/2020;10/02/2020;18/02/2020;73882;09/03/2020;2;;;;;;EXERCITADOR RESPIRATÓRIO
043/2020;NFH;05/02/2020;00060-00044327/2020-21;Robson;056/2020;1;90259;4;X;X;AZITROMICINA PO PARA SOLUCAO INJETAVEL 500 MG FRASCO AMPOLA;AMP;300;CRISTÁLIA (114);44.734.671/0001-51;300;26,7600000; R$8.028,00 ;12/02/2020;2537673;13/02/2020;17/02/2020;18/02/2020;73945;09/03/2020;2;;;;;;
