Entradas; 2.786.847,51 ;Empenhado;R$ 2.786.847,50;;Saldo;;R$ 0,00;;;;;;;CONTROLE - GAMA;;;;;;;;;;;;;;;;;
Projeto Básico;Origem;Recebimento;Nº de processo SEI;Responsável;Cotação;Item;CÓDIGO;QTD COD;VG;NC;Descrição resumida dos itens adjudicados à empresa;Unid;Qtd. S;Empresa;Qtd. A; V. unitário ;V. Total;Fechamento;Nº DANFE;Data DANFE;Data de atesto;Data SEI;Nº TED;Data TED;Bimestre;Observações;Status da cotação;Início do processo;Duração Total (Uteis);Duração Até Hoje (Uteis);Desc Reduzida
198/2020;NUAL;14/12/2020;00060-00541706/2020-65;Oberdan;829/2020;1;63295;8;X;X;TOUCA HOSPITALAR DESCARTÁVEL,Material: tecido não tecido, Tipo Uso: descartável, Gramatura: 20 g/m², Características Adicionais:  com elástico em toda volta (tipo elastex);UN;30.000;GA HOSPITALAR (703786);30.000; R$ 0,1500 ; R$4.500,00 ;18/12/2020;126 F;21/12/2020;;;.PASS 22/12;;6;unm 63cursos financeiros;;;;;TOUCA HOSPITALAR
197/2020;NUAL;14/12/2020;00060-00540268/2020-18;Oberdan;830/2020;1;20879;6;X;X;ETIQUETA AUTO-ADESIVApara LABORATÓRIO, Material: celulose vegetal em adesivo sintético, Tamanho Etiqueta: 50 x 27 mm, Aplicação: uso em impressora térmica Zebra TLP 2844-Z, Número Colunas: 02, Cor: branca, Características Adicionais: cantos arredondados, sem impressão, para uso em sistema informatizado de laboratório, Unidade De Fornecimento: em rolos contendo 03 milheiros.;MH;400;ÉTICA (703252);267; R$ 8,8500 ; R$2.362,95 ;18/12/2020;1193 F;21/12/2020;;;.PASS 22/12;;6;mhm 20cursos financeiros;;;;;ETIQUETA AUTO-ADESIVApara LABORATÓRIO
197/2020;NUAL;14/12/2020;00060-00540268/2020-18;Oberdan;830/2020;1;20879;6;X;X;ETIQUETA AUTO-ADESIVApara LABORATÓRIO, Material: celulose vegetal em adesivo sintético, Tamanho Etiqueta: 50 x 27 mm, Aplicação: uso em impressora térmica Zebra TLP 2844-Z, Número Colunas: 02, Cor: branca, Características Adicionais: cantos arredondados, sem impressão, para uso em sistema informatizado de laboratório, Unidade De Fornecimento: em rolos contendo 03 milheiros.;MH;400;ÉTICA (703252);133; R$ 8,8500 ; R$1.177,05 ;18/12/2020;;;;;;;6;mhm 20cursos financeiros;;;;;ETIQUETA AUTO-ADESIVApara LABORATÓRIO
576/2020;NFH;14/12/2020;00060-00544318/2020-36;Robson;831/2020;1;36048;5;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO P, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades. ;UN;30.000;SUPERMÉDICA (702730);30.000; R$ 0,8300 ; R$24.900,00 ;17/12/2020;105564;18/12/2020;21/12/2020;21/12/2020;.PASS 22/12;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA P
576/2020;NFH;14/12/2020;00060-00544318/2020-36;Robson;831/2020;2;36169;6;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO M, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;30.000;SUPERMÉDICA (702730);30.000; R$ 0,8300 ; R$24.900,00 ;17/12/2020;105564;18/12/2020;21/12/2020;21/12/2020;.PASS 22/12;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA M
576/2020;NFH;14/12/2020;00060-00544318/2020-36;Robson;831/2020;3;36052;5;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO G, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;30.000;GA HOSPITALAR (703786);13.000; R$ 1,0400 ; R$13.520,00 ;17/12/2020;125;18/12/2020;22/12/2020;23/12/2020;.PASS 22/12;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA G
576/2020;NFH;14/12/2020;00060-00544318/2020-36;Robson;831/2020;3;36052;5;X;X;LUVA NITRÍLICA PARA PROCEDIMENTO NÃO CIRÚRGICO, TAMANHO G, NÃO ESTÉRIL. Material: nitrílica, isenta de látex e sem pó. Indicação: uso por profissionais que apresentem hipersensibilidade ao látex ou ao pó e que atuam no atendimento pré-hospitalar, para proteção contra agentes biológicos, sangue e fluidos corporais. Informações adicionais: Ambidestra, isenta de pó, boa elasticidade, uso único, punho com bainha e com marcação do CA. Embalada em material que garanta a integridade do produto, contendo externamente os dados de identificação do produto, procedência, validade do lote, registro no MS, Certificado de Aprovação (CA). Apresentação: Caixa com 100 unidades.;UN;30.000;GA HOSPITALAR (703786);17.000; R$ 1,0400 ; R$17.680,00 ;17/12/2020;;;;;;;6;unm 36cursos financeiros;;;;;LUVA NITRÍLICA G
210/2020;NUAL;14/12/2020;00060-00543917/2020-32;Bruno;832/2020;1;36966;1;X;X;"CAMISOLA ADULTO Tamanho G. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002. Aplicação: para pacientes adultos. Material: tecido tela pré-lavado e pré encolhido, liso, cor amarelo claro, em tecido composição sarja 2:1;  67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 44/46. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão.
MEDIDAS:
Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço distal da coxa): 120 cm
comprimento da cintura ao terço distal da coxa): 120 cm
Perímetro do pescoço: 41 cm
Perímetro do tórax: 110 cm
Contorno de cava: 53 cm
Comprimento manga curta: 24,5 cm
Perímetro do bíceps: 40 cm
Comprimento ombro a ombro: 50 cm
Extensão posterior do tronco: 47 cm
Dimensões dos bolsos: 20 X 16 cm
Decote redondo com gola careca. Fechamento transpassado da camisola com velcro com costura reforçada. O transpasse interno deverá ser fixado com duas tiras de 3 cm de largura e 20 cm de comprimento, com velcro, que atravessam duas pequenas aberturas na lateral da camisola (A primeira abertura deverá ser a 5 cm abaixo da cava e, a segunda, na cintura). As tiras deverão se fixar, separadamente, na lateral direita. O transpasse externo também deverá ser fixado com velco no ombro esquerdo, descendo até 10 cm abaixo da cintura. Gola com 3 cm de largura e barras das mangas e da camisola com 5 cm de largura. A camisola deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A camisola deverá ter etiqueta indicando o nome da peça e o tamanho.
Tingimento do tecido em Idanthrem, gramatura mínima 225 gr/m², com variação de ±5%. Variação de medidas do produto acabado ± 2 cm.
Apresentar na parte frontal superior esquerda da camisola a logomarca SES-DF medindo 15x15cm na cor preta tingida em Idanthrem.
Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.
";UN;400;NR HOSPITALAR (703435);400; R$ 24,9000 ; R$9.960,00 ;16/12/2020;;;;;;;6;unm 36cursos financeiros;;;;;"CAMISOLA ADULTO Tamanho G. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002."
209/2020;NUAL;14/12/2020;00060-00543886/2020-10;Clayton;833/2020;1;16184;1;X;X;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA Tamanho M. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002.
Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1; 67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 40/42. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão.
MEDIDAS:
CAMISA:
Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 80 cm
Perímetro do pescoço: 39 cm
Perímetro do tórax: 102 cm
Contorno de cava: 51cm
Comprimento manga curta: 23,5 cm
Perímetro do bíceps:36 cm
Comprimento ombro a ombro: 48 cm
Extensão posterior do tronco: 45 cm
Dimensões dos bolsos: 20 X 16 cm
CALÇA:
Perímetro da cintura: 84 cm
Perímetro do quadril: 102 cm
Perímetro da coxa e perna: 55 cm
Comprimento da cintura ao solo: 110 cm
Altura do entrepernas: 81 cm
Comprimento consolidado do gancho dianteiro e do gancho traseiro: 67 cm
Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça.
Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm.
Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem.
Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.
";UN;500;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho M. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002."
209/2020;NUAL;14/12/2020;00060-00543886/2020-10;Clayton;833/2020;2;16185;2;X;X;"CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho G. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002. Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1;  67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 44/46. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão. MEDIDAS: CAMISA: Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 85 cm; Perímetro do pescoço: 46 cm; Perímetro do tórax: 110 cm: Contorno de cava: 53 cm; Comprimento manga curta: 24,5 cm; Perímetro do bíceps: 40 cm; Comprimento ombro a ombro: 50 cm; Extensão posterior do tronco: 47 cm; Dimensões dos bolsos: 20 X 16 cm: CALÇA: Perímetro da cintura: 92 cm; Perímetro do quadril: 110 cm; Perímetro da coxa e perna: 65 cm; Comprimento da cintura ao solo: 114 cm; Altura do entrepernas: 83 cm; Comprimento  consolidado do gancho dianteiro e do gancho traseiro: 71 cm: Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça. Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm. Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça    logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.






 










";UN;500;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRURGICO E HEMODINAMICA
209/2020;NUAL;14/12/2020;00060-00543886/2020-10;Clayton;833/2020;3;16186;2;X;X;"CONJUNTO PRIVATIVO ENFERMAGEM  CENTRO CIRÚRGICO E HEMODINÂMICA  Tamanho GG. De acordo com as normas ABNT NBR 16060:2012; NBR 14726:2001 e NBR 12071:2002. Aplicação: para servidor da Enfermagem que atua em Centro Cirúrgico e Hemodinâmica. Material: tecido tela pré-lavado e pré encolhido, liso, cor verde oliva, em tecido composição sarja 2:1;  67% poliéster e 33% algodão, gramatura mínima 225 gr/m², com variação de ±5%. Linha 100% algodão. Manequim: 48/50. Características: conjunto feito com costura dupla com linha 100% algodão, com acabamento em overlock com linha 100% algodão. MEDIDAS: CAMISA: Comprimento total (soma da extensão posterior do tronco com o comprimento da cintura ao terço proximal da coxa): 90 cm; Perímetro do pescoço: 50 cm;Perímetro do tórax: 118 cm; Contorno de cava: 55 cm; Comprimento manga curta: 25,5 cm; Perímetro do bíceps: 44 cm; Comprimento ombro a ombro: 52 cm; Extensão posterior do tronco: 48,5 cm; Dimensões dos bolsos: 20 X 16 cm; CALÇA:
Perímetro da cintura: 100 cm; Perímetro do quadril: 118 cm; Perímetro da coxa e perna: 75 cm; Comprimento da cintura ao solo: 115 cm; Altura do entrepernas: 85 cm; Comprimento  consolidado do gancho dianteiro e do gancho traseiro: 75 cm; Decote redondo com gola careca. Gola com 3 cm de largura; barras das mangas com 5 cm de largura e barras das pernas com 08 cm de largura; sendo gola e barras das mangas e das pernas em ribana branca dupla de 100% poliéster. A ribana das barras das mangas e das pernas deverá ficar ajustada de maneira firme e confortável ao corpo do indivíduo. A camisa deverá possuir dois bolsos, um em cada lateral inferior, medindo 20 X 16 cm. A cintura da calça deverá possuir cós com 04 (quatro) cm, por onde passa um elástico e possuir costura reforçada. O conjunto deverá ter etiqueta indicando o tamanho na camisa e da calça. Tingimento do tecido em Idanthrem, gramatura mínima de 225 gr/m², com variação de ±3%. Variação de medidas do produto acabado ± 2 cm. Apresentar na parte frontal superior esquerda da camisa e na coxa esquerda da calça    logomarca SES-DF medindo 15x15cm e, abaixo, escrito ENFERMAGEM CC/HD, em letra maiúscula tamanho da fonte 4 cm, ambos na cor branca tingida em Idanthrem. Forma de Apresentação: embalagem primária em saco plástico com no máximo 10 unidades e secundária em caixa de papelão com no máximo 100 unidades. Unidade de Estoque: Unidade. Unidade de fornecimento: Unidade.




















";UN;500;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;CONJUNTO PRIVATIVO ENFERMAGEM CENTRO CIRURGICO E HEMODINAMICA
208/2020;NUAL;14/12/2020;00060-00543834/2020-43;Bruno;834/2020;1;17012;1;X;X;"ROLO DE POSICIONAMENTO,Características Mínimas: grande. Confeccionado em espuma; revestido em couvin, medindo 60 x 20 cm (variação de +/- 5%).
Código do Item: 3.3.90.30.36.01.1503.000003-01";UN;150;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;ROLO DE POSICIONAMENTO,
207/2020;NUAL;14/12/2020;00060-00543793/2020-95;Bruno;835/2020;1;20508;1;X;X;TRAVESSEIRO, Material: Revestido em courvim, preenchimento 100% espuma, Dimensões: 54 x 34 cm.;UN;60;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;TRAVESSEIRO
207/2020;NUAL;14/12/2020;00060-00543793/2020-95;Bruno;835/2020;2;14006;1;X;X;FRONHA ADULTO, Aplicação: forrar travesseiro de paciente, Material: tecido liso, cor branca, 50% algodão e 50% poliéster, Linha 100% algodão, Tamanho: 50x70cm, Características: Peça simples com costuras laterais, fechamento tipo envelope, Tecido tela 50% algodão 50% poliéster  fio 30, 105 no urdume e 75 na trama, tingimento em idantrem encolhimento 5% no Urdume e 3% na trama, peso mínimo 126g/m², Apresentar na fronha a logomarca da SES-DF medindo 15x15cm centralizada e sigla do hospital em todos os cantos, Forma de Apresentação: Embalagem primária em saco plástico com 10 unidades e secundaria em caixa de papelão com no máximo 100 unidades, Unidade de Estoque: Unidade, Unidade de fornecimento: Unidade;UN;120;*CANCELADO;;; R$-   ;23/12/2020;;;;;;;6;CORTE POR FALTA DE RECURSO FINANCEIRO;;;;;FRONHA ADULTO
206/2020;NUAL;14/12/2020;00060-00543669/2020-20;;836/2020;1;35207;1;X;X;Código não cadastrado;Código não cadastrado;6;*CANCELADO;;; R$-   ;;;;;;;;6;cóm 35cursos financeiros;;;;;
199/2020;NUAL;14/12/2020;00060-00541870/2020-72;;837/2020;1;201158;7;;;SAPATILHA DESCARTÁVEL. Material: polipropileno antiderrapante, Características Adicionais: gramatura mínima de 40g/m², resistente, com acabamento elástico que permita bom ajuste e cobertura completa do calçado até o tornozelo. Tamanho com aproximadamente 35 cm de comprimento por 20 cm de altura. Embalagem com 50 pares (100 unidades). Unidade de estoque: par (PAR). Unidade de fornecimento: par.;PR;20.000;*CANCELADO;;; R$-   ;;;;;;;;6;Cotação 793/2020 em andamento.;;;;;SAPATILHA DESCARTÁVEL
201/2020;NUAL;14/12/2020;00060-00543379/2020-86;Clayton;838/2020;1;33094;1;x;x;FRALDA DESCARTÁVEL ADULTO G  DE 70 A 90KG, Material: forro interno em falso tecido microperfurado, manta de celulose regular e flocos absorventes, com acabamento em elástico regular e próximo à manta de celulose, cobertura externa impermeável em polietileno, indicador de umidade  que muda de cor alertando para a mudança da fralda, quatro fitas trilaminadas reposicionáveis para ajuste (tipo abre e fecha), Tipo Uso: adulto de 70 a 90 kg, Formato: anatômico que proporcione conforto e segurança aos movimentos do corpo, com barreira protetora delicada para evitar extravazamentos, indicador de umidade, espessa camada de gel superabsorvente, cobertura interna hipoalergênica.  Tamanho: G, Tamanho Cintura: entre 115 e 155 cm, Tipo Fixação: abre e fecha (fita adesiva trilaminada). Atender à NBR 12005 e 14797. Embalagem: pacotes de 8 a 20 unidades acondicionados em caixas de papelão ou fardos;UN;20.000;MAFRA (703141);19.968; R$ 1,0600 ; R$21.166,08 ;16/12/2020;415738;17/12/2020;22/12/2020;22/12/2020;.PASS 22/12;;6;unm 33cursos financeiros;;;;;FRALDA DESCARTÁVEL ADULTO G  DE 70 A 90KG
201/2020;NUAL;14/12/2020;00060-00543379/2020-86;Clayton;838/2020;2;33095;2;X;X;"FRALDA DESCARTÁVEL ADULTO XG, acima de 90 KG, Material: forro interno em falso tecido microperfurado, manta de celulose regular, com flocos absorventes, com acabamento regular, cobertura externa impermeável em polietileno, com indicador de umidade. Fita adesiva trilaminada. Uso: adulto com peso acima de 90 kg. Características Adicionais: formato anatômico proporcionando conforto e segurança aos movimentos do corpo; indicador de umidade, que muda de cor alertando para a mudança da fralda; com quatro fitas reposicionáveis para ajuste (tipo abre e fecha); cobertura interna hipoalergênica; espessa camada gel superabsorvente; barreiras antivazamento que proporcione proteção extra e evite transbordamento.  Que atenda a NBR 12005 e NBR 14797.  Tamanho da cintura: de 140 a 165 cm. Embalagem: pacotes com 07 a 20 unidades,";UN;20.000;MAFRA (703141);19.968; R$ 1,1200 ; R$22.364,16 ;16/12/2020;415738;17/12/2020;22/12/2020;22/12/2020;.PASS 22/12;;6;unm 33cursos financeiros;;;;;FRALDA DESCARTÁVEL ADULTO XG
